ID,DifficultyID,CastingTimeIndex,DurationIndex,RangeIndex,SchoolMask,Speed,LaunchDelay,MinDuration,SpellIconFileDataID,ActiveIconFileDataID,Attributes[0],Attributes[1],Attributes[2],Attributes[3],Attributes[4],Attributes[5],Attributes[6],Attributes[7],Attributes[8],Attributes[9],Attributes[10],Attributes[11],Attributes[12],Attributes[13],SpellID
327622,0,5,3,11,1,0,0,0,136235,0,256,1024,4194304,0,0,0,0,0,0,0,0,0,0,0,17166
327623,0,1,0,1,1,0,0,0,136235,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,17167
327624,0,1,0,1,1,0,0,0,135826,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,17957
327625,0,1,25,1,1,0,0,0,135240,0,268501264,0,0,0,0,0,0,0,0,0,0,0,0,0,17469
327627,0,5,27,4,32,0,0,0,136118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17510
327628,0,1,18,2,8,0,0,0,136016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17511
327629,0,1,0,3,32,0,0,0,136191,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,18867
327630,0,1,0,3,32,0,0,0,136191,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,18868
327631,0,1,21,1,1,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,18673
327632,0,1,21,1,1,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,18674
327634,0,1,21,1,1,0,0,0,135923,0,192,268435456,0,0,0,0,0,0,0,0,0,0,0,0,17319
327635,0,1,0,1,1,0,0,0,135826,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,17955
327636,0,1,0,2,1,0,0,0,132155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18090
327637,0,1,21,1,1,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,17884
327638,0,1,21,1,1,0,0,0,136043,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,16181
327639,0,1,21,1,4,0,0,0,135812,0,384,268435456,0,0,0,0,0,0,0,0,0,0,0,0,16982
327640,0,38,0,1,1,0,0,0,136192,0,65584,1024,0,0,0,0,0,0,0,0,0,0,0,0,16983
327641,0,37,0,1,1,0,0,0,136192,0,65584,1024,0,0,0,0,0,0,0,0,0,0,0,0,16984
327642,0,1,21,1,1,0,0,0,136078,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,17053
327646,0,1,21,1,1,0,0,0,136118,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,17810
327648,0,1,21,1,8,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,18052
327649,0,1,21,1,8,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,18058
327651,0,1,225,13,1,0,0,0,136235,0,0,1024,4,0,0,0,0,0,0,0,0,0,0,0,18210
327652,0,1,21,1,1,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,18676
327653,0,1,21,1,16,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,17891
327654,0,1,21,1,1,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,17320
327655,0,1,21,1,1,0,0,0,132190,0,262608,0,0,0,0,0,0,0,0,0,0,0,0,0,17215
327656,0,1,21,1,1,0,0,0,132192,0,262608,0,0,0,0,0,0,0,0,0,0,0,0,0,17216
327657,0,1,21,1,1,0,0,0,132193,0,262608,0,0,0,0,0,0,0,0,0,0,0,0,0,17217
327658,0,5,0,3,1,0,0,0,136235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16447
327659,0,1,0,13,1,0,0,0,136235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16351
327660,0,1,0,1,4,0,0,0,135824,0,589824,136,0,0,0,0,0,0,0,0,0,0,0,0,16635
327661,0,37,0,1,1,0,0,0,136192,0,65584,1024,0,0,0,0,0,0,0,0,0,0,0,0,16653
327662,0,38,0,1,1,0,0,0,136192,0,65584,1024,0,0,0,0,0,0,0,0,0,0,0,0,16985
327663,0,37,0,1,1,0,0,0,136192,0,65584,1024,0,0,0,0,0,0,0,0,0,0,0,0,16725
327664,0,1,23,4,8,0,0,0,136066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18270
327665,0,1,0,1,1,0,0,0,136235,0,671088640,0,0,0,0,0,0,0,0,0,0,0,0,0,19199
327667,0,1,21,1,1,0,0,0,136197,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,17803
327668,0,1,21,1,1,0,0,0,136136,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,18129
327669,0,1,21,1,1,0,0,0,135813,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,18130
327673,0,5,31,35,4,0,0,0,135810,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,18105
327674,0,1,21,1,16,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,17911
327675,0,1,21,1,1,0,0,0,136223,0,464,0,0,0,524288,0,0,0,0,0,0,0,0,0,18095
327676,0,14,0,1,1,0,0,0,136235,0,65568,1024,0,0,0,0,0,0,0,0,0,0,0,0,17554
327677,0,1,21,1,1,0,0,0,136078,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,17050
327678,0,1,21,7,8,0,0,0,132104,0,0,2048,0,256,0,0,0,0,0,0,0,0,0,0,16468
327679,0,3,4,12,1,0,0,0,136235,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,16057
327680,0,1,3,1,1,0,0,0,136187,0,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,17490
327683,0,1,42,6,8,0,0,0,136129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17734
327684,0,1,0,12,1,1,0,0,135743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17607
327685,0,39,0,1,1,0,0,0,136235,0,65568,1024,0,0,0,0,0,0,0,0,0,0,0,0,17632
327686,0,14,21,1,1,0,0,0,132247,136116,269582608,0,0,0,0,0,131072,0,0,0,0,0,0,0,17453
327687,0,1,0,1,32,40,0,0,136164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17652
327688,0,1,26,1,1,0,0,0,136222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17653
327689,0,1,36,1,8,0,0,0,135990,0,384,268435456,0,0,0,0,0,0,0,0,0,0,0,0,17668
327690,0,1,21,1,1,0,0,0,136235,0,192,268435456,0,0,0,0,0,0,0,0,0,0,0,0,17482
327691,0,1,0,5,1,12,0,0,132384,0,0,524288,0,0,0,0,0,0,0,0,0,0,0,0,23065
327692,0,1,21,1,1,0,0,0,136138,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,18179
327693,0,1,21,1,1,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,17870
327694,0,1,21,1,1,0,0,0,136127,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,18219
327695,0,1,21,1,1,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,17837
327696,0,1,21,1,1,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,17822
327697,0,1,21,1,1,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,18024
327698,0,37,0,1,1,0,0,0,132149,0,65568,1024,0,0,0,0,0,0,0,0,0,0,0,0,18446
327699,0,1,21,1,1,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,18018
327701,0,1,4,1,4,0,0,0,135806,0,671088640,0,0,0,0,0,0,0,0,0,0,0,0,0,17543
327702,0,1,367,1,1,0,0,0,134828,0,671088640,0,257,1048576,0,0,0,0,0,0,0,0,0,0,17629
327703,0,1,21,1,1,0,0,0,136126,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,18183
327704,0,1,0,4,16,0,0,0,135846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18204
327705,0,1,21,1,1,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,18026
327706,0,1,21,1,1,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,18675
327707,0,14,0,1,4,0,0,0,132386,0,65536,131072,0,0,0,2,0,0,0,0,0,0,0,0,17953
327708,0,1,0,1,1,0,0,0,135826,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,17954
327709,0,1,30,1,16,0,0,0,135843,0,33619968,0,0,0,0,0,0,0,0,0,0,0,0,0,18100
327710,0,1,21,1,1,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,17513
327711,0,1,21,1,1,0,0,0,136142,0,192,268435456,0,0,0,0,0,0,0,0,0,0,0,0,17457
327712,0,14,21,1,1,0,0,0,132247,136116,269582608,0,0,0,0,0,131072,0,0,0,0,0,0,0,17458
327713,0,24,0,4,32,20,0,0,136197,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,18205
327714,0,1,0,2,1,0,0,0,132090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18206
327715,0,1,21,1,1,0,0,0,136235,0,192,268435456,0,0,0,0,0,0,0,0,0,0,0,0,18207
327717,0,1,21,1,1,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,17848
327720,0,1,21,1,1,0,0,0,136162,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,17487
327721,0,1,21,1,1,0,0,0,136162,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,17488
327722,0,37,0,1,1,0,0,0,136235,0,65568,1024,0,0,0,0,0,0,0,0,0,0,0,0,17634
327724,0,4,0,5,4,25,0,0,135810,0,4194304,0,0,0,0,0,0,0,0,0,0,0,0,0,17501
327725,0,1,21,1,1,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,18677
327726,0,14,21,1,1,0,0,0,132247,136116,269582608,0,0,0,0,0,131072,0,0,0,0,0,0,0,17455
327727,0,1,21,1,16,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,17908
327728,0,1,21,1,16,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,17909
327730,0,1,21,1,8,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,18055
327732,0,1,0,3,32,0,0,0,136191,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,17877
327733,0,1,64,4,8,0,0,0,136033,0,16,98304,0,0,0,0,0,0,0,0,0,0,0,0,17391
327735,0,1,28,1,32,0,0,0,136164,0,262160,0,0,0,0,0,0,0,0,0,0,0,0,0,16838
327736,0,1,26,13,1,0,0,0,134324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25832
327737,0,1,21,1,16,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,17894
327738,0,1,21,1,16,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,17895
327739,0,2,0,13,4,0,0,0,135805,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,17091
327740,0,2,0,13,4,0,0,0,135805,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,17092
327741,0,1,21,1,1,0,0,0,136041,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,17069
327742,0,6,0,12,1,0,0,0,136235,0,65792,0,0,0,0,0,0,0,0,0,0,0,0,0,17176
327743,0,1,21,1,1,0,0,0,136006,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,16818
327744,0,1,8,1,32,0,0,0,136163,0,65536,64,0,0,0,0,0,0,0,0,0,0,0,0,17715
327745,0,1,21,1,16,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,17907
327746,0,1,6,4,8,0,0,0,136104,0,65536,0,4,0,0,0,0,0,0,0,0,0,0,0,16877
327747,0,1,1,1,1,0,0,0,136128,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,16795
327748,0,19,0,7,1,0,0,0,136235,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,16796
327749,0,1,205,1,1,0,0,0,134062,0,402653440,0,-2147483648,0,0,0,0,0,0,0,0,0,0,0,18232
327750,0,4,35,5,16,24,0,0,135846,0,589824,0,0,0,0,0,0,0,0,0,0,0,0,0,16799
327751,0,1,29,3,4,0,0,0,135813,0,851968,0,0,0,0,0,0,0,0,0,0,0,0,0,16804
327752,0,1,21,1,1,0,0,0,135753,0,464,0,0,524288,0,0,0,0,0,0,0,0,0,0,16850
327754,0,1,3,4,64,0,0,0,135864,0,67109120,0,0,0,0,0,0,0,0,0,0,0,0,0,16713
327755,0,1,21,1,16,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,17903
327756,0,1,21,1,1,0,0,0,132190,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,16934
327758,0,16,1,1,8,0,0,0,135975,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,18327
327759,0,2,0,13,4,0,0,0,135805,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,17097
327760,0,1,0,1,1,0,0,0,136152,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,17099
327762,0,1,21,1,1,0,0,0,132089,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,16947
327763,0,1,9,4,32,0,0,0,136139,0,589824,136,0,0,0,0,0,0,0,0,0,0,0,0,17771
327764,0,1,0,6,1,0,0,0,136121,0,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,17776
327766,0,6,0,12,1,0,0,0,136235,0,268435728,0,0,0,0,0,0,0,0,0,0,0,0,0,18711
327767,0,1,0,6,1,0,0,0,136123,0,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,17753
327768,0,1,0,13,32,15,0,0,136235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17240
327769,0,1,28,3,64,0,0,0,136208,0,65536,16388,0,0,0,0,0,0,0,0,0,0,0,0,17243
327770,0,1,21,1,16,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,17890
327771,0,1,21,1,1,0,0,0,136220,0,262608,0,0,0,0,0,0,0,0,0,0,0,0,0,18729
327772,0,1,21,1,1,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,17880
327776,0,1,347,4,32,0,0,0,136138,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,17213
327777,0,1,4,4,32,0,0,0,136138,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,17227
327778,0,1,0,4,32,20,0,0,136197,0,589824,136,0,0,0,0,0,0,0,0,0,0,0,0,17228
327781,0,1,21,1,1,0,0,0,136197,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,17793
327783,0,2,0,13,4,0,0,0,135805,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,17093
327784,0,2,0,13,4,0,0,0,135805,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,17095
327786,0,1,21,1,1,0,0,0,136063,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,17245
327787,0,6,0,3,1,0,0,0,136245,0,256,1024,0,0,0,0,0,0,0,0,0,0,0,0,18153
327789,0,1,0,1,2,0,0,0,135913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17448
327790,0,1,1,1,1,0,0,0,135893,0,262144,0,67108864,0,0,0,0,0,0,0,0,0,0,0,18826
327791,0,1,21,1,1,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,17818
327794,0,1,21,1,1,0,0,0,136104,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,16836
327795,0,1,21,1,1,0,0,0,132089,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,16949
327796,0,4,25,1,1,0,0,0,136132,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,17235
327797,0,1,28,3,32,0,0,0,136169,0,65536,16388,0,0,0,0,0,0,0,0,0,0,0,0,17238
327798,0,1,18,1,1,0,0,0,136221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18307
327799,0,14,0,1,1,0,0,0,136192,0,65568,1024,0,0,0,0,0,0,0,0,0,0,0,0,18245
327800,0,1,0,1,1,0,0,0,135879,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,17004
327801,0,20,0,7,1,0,0,0,136235,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,17015
327802,0,1,21,1,8,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,18056
327803,0,1,21,1,1,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,17867
327805,0,1,3,1,1,0,0,0,132366,0,262160,0,0,0,0,0,0,0,0,0,0,0,0,0,18328
327806,0,1,18,36,8,0,0,0,136071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16707
327807,0,1,205,1,1,0,0,0,134062,0,402653440,0,-2147483648,0,0,0,0,0,0,0,0,0,0,0,18233
327808,0,1,21,1,16,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,17899
327809,0,1,21,1,1,0,0,0,136087,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,16845
327810,0,1,21,1,1,0,0,0,136075,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,16910
327811,0,1,29,4,32,0,0,0,136162,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,18223
327812,0,1,28,5,1,0,0,0,135819,0,2048,0,0,0,0,0,0,0,0,0,0,0,0,0,16716
327813,0,1,28,1,1,0,0,0,135819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16717
327814,0,1,31,4,2,0,0,0,135964,0,1376256,32768,0,0,0,0,0,0,0,0,0,0,0,0,17177
327815,0,1,21,1,1,0,0,0,132089,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,16948
327816,0,6,0,12,1,0,0,0,136235,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,17474
327817,0,1,21,1,1,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,18061
327818,0,1,9,1,1,0,0,0,132794,0,402653440,0,0,0,0,0,0,0,4096,0,0,0,0,0,18140
327819,0,1,6,1,1,0,0,0,135928,0,671088640,0,524288,0,0,0,0,0,0,0,0,0,0,0,18141
327820,0,1,9,2,1,0,0,0,132155,0,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,18202
327821,0,1,21,1,1,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,17873
327822,0,1,21,1,16,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,17901
327823,0,1,39,2,1,0,0,0,133477,0,262144,136,0,0,0,0,0,0,0,0,0,0,0,0,17308
327824,0,1,0,6,1,0,0,0,136123,0,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,17754
327825,0,1,39,12,1,0,0,0,132939,0,262160,0,0,0,0,0,0,0,0,0,0,0,0,0,18103
327826,0,1,0,2,8,20,0,0,136048,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,18104
327828,0,1,18,36,8,0,0,0,136071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16708
327829,0,1,21,12,1,0,0,0,136235,0,8388864,0,0,0,0,0,0,0,0,0,0,0,0,0,16710
327830,0,1,5,5,64,0,0,0,135871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16711
327831,0,1,5,5,64,0,0,0,135999,0,67108864,0,0,0,0,0,0,0,0,0,0,0,0,0,16712
327832,0,1,5,2,8,0,0,0,136066,0,263184,0,0,0,0,0,0,0,0,0,0,0,0,0,17230
327833,0,1,21,1,1,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,17868
327835,0,1,8,1,4,0,0,0,136022,0,0,136,4,0,0,0,0,0,0,0,0,0,0,0,19496
327836,0,1,0,1,1,0,0,0,136235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18139
327838,0,1,21,1,1,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,17875
327839,0,1,21,1,1,0,0,0,136006,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,16814
327840,0,1,28,4,16,0,0,0,135843,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,18101
327841,0,8,0,1,1,0,0,0,135994,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,16807
327842,0,1,21,1,1,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,17713
327843,0,1,30,1,8,0,0,0,136017,0,327680,0,524288,0,0,0,0,0,0,0,0,0,0,0,16864
327844,0,1,21,1,1,0,0,0,136075,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,16912
327845,0,4,8,3,64,0,0,0,136206,0,1310720,0,0,0,0,0,0,0,0,0,0,0,0,0,17405
327846,0,30,0,12,1,0,0,0,136235,0,256,0,4,0,0,0,0,0,0,0,0,0,0,0,17536
327847,0,5,86,4,4,0,0,0,135817,0,589824,0,0,0,0,0,0,0,0,0,0,0,0,0,17883
327848,0,1,21,1,8,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,17913
327849,0,1,21,1,16,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,17914
327850,0,1,21,1,1,0,0,0,132307,0,262208,0,0,0,0,0,0,0,0,0,0,0,0,0,17498
327851,0,1,21,1,1,0,0,0,133440,0,16777488,0,0,1048576,0,0,0,0,0,0,0,0,0,0,17670
327852,0,1,0,12,1,0,0,0,136235,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,17672
327853,0,16,8,3,32,0,0,0,136160,0,16,32768,0,0,0,0,0,0,0,0,0,0,0,0,17820
327854,0,1,21,1,1,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,18001
327855,0,19,1,4,8,40,0,0,136016,0,524304,0,0,0,0,0,0,0,0,0,0,0,0,0,16866
327856,0,1,9,2,8,0,0,0,136016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17292
327857,0,1,21,1,1,0,0,0,136146,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,17791
327858,0,1,0,1,32,0,0,0,136123,0,0,136,67108864,0,0,0,0,0,0,0,0,0,0,0,17752
327859,0,1,21,1,1,0,0,0,136075,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,16913
327860,0,1,0,1,1,0,0,0,135879,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,17006
327861,0,1,21,1,1,0,0,0,136112,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,17007
327862,0,1,0,6,1,0,0,0,132278,0,262400,0,0,0,32768,0,0,0,0,0,0,0,0,0,17254
327863,0,14,0,1,1,0,0,0,136235,0,65568,1024,0,0,0,0,0,0,0,0,0,0,0,0,17551
327864,0,14,0,1,1,0,0,0,136235,0,65568,1024,0,0,0,0,0,0,0,0,0,0,0,0,17552
327865,0,1,0,4,1,0,0,0,136192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17863
327868,0,1,21,1,1,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,18047
327869,0,1,21,1,1,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,18048
327870,0,1,21,1,8,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,18049
327871,0,14,0,1,1,0,0,0,136192,0,65568,1024,0,0,0,0,0,0,0,0,0,0,0,0,18241
327872,0,14,0,1,1,0,0,0,136192,0,65568,1024,0,0,0,0,0,0,0,0,0,0,0,0,18247
327873,0,6,0,1,32,0,0,0,134131,0,65536,131072,0,0,0,2,0,0,0,0,0,0,0,0,17727
327875,0,1,21,1,1,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,17846
327876,0,1,21,1,1,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,17847
327877,0,1,27,3,32,0,0,0,136208,0,65536,16388,524288,0,0,8192,0,0,0,0,0,0,0,0,17313
327878,0,1,21,1,1,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,18006
327879,0,1,21,1,1,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,18007
327880,0,1,9,2,1,0,0,0,132363,0,327696,0,0,0,0,4096,0,0,0,0,0,0,0,0,17963
327881,0,24,0,4,32,20,0,0,136197,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,18111
327882,0,1,21,1,1,0,0,0,136235,0,192,268435456,0,0,0,0,0,0,0,0,0,0,0,0,18076
327883,0,1,8,2,8,0,0,0,136016,0,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,18077
327884,0,1,21,1,1,0,0,0,136081,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,17115
327885,0,1,21,1,1,0,0,0,136076,0,33882112,131072,0,0,64,0,0,0,0,0,0,0,0,0,17116
327886,0,1,0,1,1,0,0,0,132150,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,17119
327887,0,1,32,1,8,0,0,0,132104,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,17197
327888,0,1,0,1,1,0,0,0,136074,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,17104
327889,0,1,21,1,1,0,0,0,135881,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,17059
327890,0,1,0,1,1,0,0,0,136235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17202
327891,0,1,21,1,16,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,17897
327894,0,1,0,2,1,0,0,0,132278,0,327696,512,0,0,0,0,0,0,0,0,0,0,0,0,17255
327895,0,1,21,1,1,0,0,0,135881,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,17056
327897,0,1,21,1,1,0,0,0,132190,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,16936
327899,0,1,9,2,1,0,0,0,132155,0,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,18106
327900,0,1,21,1,1,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,17999
327901,0,1,21,1,1,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,18000
327902,0,1,0,4,16,0,0,0,135846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18092
327903,0,1,27,13,4,0,0,0,135830,0,0,136,4,0,0,0,0,0,0,0,0,0,0,0,18093
327904,0,1,21,1,1,0,0,0,135813,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,18134
327905,0,1,21,1,1,0,0,0,135819,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,18135
327906,0,1,21,1,1,0,0,0,135819,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,18136
327907,0,1,0,1,1,0,0,0,133971,0,65552,0,0,0,0,0,0,0,0,0,0,0,0,0,18260
327909,0,1,32,7,1,0,0,0,132939,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,17307
327910,0,14,0,4,4,19,0,0,135810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18086
327911,0,1,0,1,8,0,0,0,132189,0,327696,136,0,0,0,0,0,0,0,0,0,0,0,0,26187
327912,0,1,0,2,1,0,0,0,132140,0,327696,512,0,0,0,0,0,0,0,0,0,0,0,0,16828
327914,0,1,0,6,2,0,0,0,135960,0,537133056,0,536870912,0,0,0,0,0,0,0,0,0,0,0,26975
327915,0,1,6,4,32,0,0,0,136152,0,65536,0,4,0,0,0,0,0,0,0,0,0,0,0,16882
327917,0,1,21,1,1,0,0,0,136235,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,17887
